compound_id	BIOCHEMICAL	PATHWAY SORTORDER	SUPER_PATHWAY	SUB_PATHWAY	COMP ID	PLATFORM	CHEMICAL ID	RI	MASS	PUBCHEM	CAS	KEGG	HMDB
CPD001281	X - 12193				46985	LC/MS Neg							
CPD001282	X - 12216				46613	LC/MS Neg							
CPD001283	X - 12221				47911	LC/MS Neg							
CPD001284	X - 12261				47657	LC/MS Neg							
CPD001285	X - 12306				47917	LC/MS Neg							
CPD001286	X - 12407				46615	LC/MS Neg							
CPD001287	X - 12410				47921	LC/MS Neg							
CPD001288	X - 12411				46616	LC/MS Neg							
CPD001289	X - 12456				47639	LC/MS Neg							
CPD001290	X - 12543				47922	LC/MS Neg							
CPD001291	X - 12544				46510	LC/MS Neg							
CPD001292	X - 12701				46962	LC/MS Neg							
CPD001293	X - 12707				47929	LC/MS Neg							
CPD001294	X - 12714				46318	LC/MS Neg							
CPD001295	X - 12718				46973	LC/MS Neg							
CPD001296	X - 12726				47936	LC/MS Neg							
CPD001297	X - 12729				46623	LC/MS Neg							
CPD001298	X - 12730				47937	LC/MS Neg							
CPD001299	X - 12731				47938	LC/MS Neg							
CPD001300	X - 12738				47940	LC/MS Neg							
CPD001301	X - 12740				46627	LC/MS Neg							
CPD001302	X - 12812				46986	LC/MS Neg							
CPD001303	X - 12816				46630	LC/MS Neg							
CPD001304	X - 12818				47943	LC/MS Neg							
CPD001305	X - 12822				46997	LC/MS Neg							
CPD001306	X - 12823				47946	LC/MS Neg							
CPD001307	X - 12830				47662	LC/MS Neg							
CPD001308	X - 12834				47950	LC/MS Neg							
CPD001309	X - 12844				46633	LC/MS Neg							
CPD001310	X - 12847				46364	LC/MS Neg							
CPD001311	X - 12849				46636	LC/MS Neg							
CPD001312	X - 12851				46639	LC/MS Neg							
CPD001313	X - 12906				47955	LC/MS Neg							
CPD001314	X - 13007				47203	LC/MS Neg							
CPD001315	X - 13553				47959	LC/MS Neg							
CPD001316	X - 13658				47664	LC/MS Neg							
CPD001317	X - 13695				47962	LC/MS Neg							
CPD001318	X - 13726				47967	LC/MS Neg							
CPD001319	X - 13728				46645	LC/MS Neg							
CPD001320	X - 13729				47971	LC/MS Neg							
CPD001321	X - 13835				46646	LC/MS Neg							
CPD001322	X - 13844				47977	LC/MS Neg							
CPD001323	X - 13846				47978	LC/MS Neg							
CPD001324	X - 13866				46417	LC/MS Neg							
CPD001325	X - 13879				47983	LC/MS Neg							
CPD001326	X - 14904				47204	LC/MS Neg							
CPD001327	X - 14939				46657	LC/MS Neg							
CPD001328	X - 15220				46658	LC/MS Neg							
CPD001329	X - 15486				46266	LC/MS Neg							
CPD001330	X - 15503				46977	LC/MS Neg							
CPD001331	X - 15523				47985	LC/MS Neg							
CPD001332	X - 15728				46666	LC/MS Neg							
CPD001333	X - 16087				47988	LC/MS Neg							
CPD001334	X - 16124				46461	LC/MS Neg							
CPD001335	X - 16576				46673	LC/MS Neg							
CPD001336	X - 16649				47992	LC/MS Neg							
CPD001337	X - 16935				46681	LC/MS Neg							
CPD001338	X - 16964				46685	LC/MS Neg							
CPD001339	X - 17010				47993	LC/MS Neg							
CPD001340	X - 17137				46686	LC/MS Neg							
CPD001341	X - 17146				46691	LC/MS Neg							
CPD001342	X - 17185				46490	LC/MS Neg							
CPD001343	X - 17325				46672	LC/MS Neg							
CPD001344	X - 17340				47872	LC/MS Neg							
CPD001345	X - 17343				47995	LC/MS Neg							
CPD001346	X - 17348				46989	LC/MS Neg							
CPD001347	X - 17351				48001	LC/MS Neg							
CPD001348	X - 17353				48003	LC/MS Neg							
CPD001349	X - 17354				47009	LC/MS Neg							
CPD001350	X - 17355				48007	LC/MS Neg							
CPD001351	X - 17357				48009	LC/MS Neg							
CPD001352	X - 17361				48013	LC/MS Neg							
CPD001353	X - 17365				46976	LC/MS Neg							
CPD001354	X - 17367				46994	LC/MS Neg							
CPD001355	X - 17612				48052	LC/MS Neg							
CPD001356	X - 17653				46707	LC/MS Neg							
CPD001357	X - 17654				46709	LC/MS Neg							
CPD001358	X - 17655				48019	LC/MS Neg							
CPD001359	X - 17673				48021	LC/MS Neg							
CPD001360	X - 17674				46969	LC/MS Neg							
CPD001361	X - 17676				46970	LC/MS Neg							
CPD001362	X - 17685				48025	LC/MS Neg							
CPD001363	X - 17686				48026	LC/MS Neg							
CPD001364	X - 17688				48027	LC/MS Neg							
CPD001365	X - 17690				46710	LC/MS Neg							
CPD001366	X - 18240				48041	LC/MS Neg							
CPD001367	X - 18345				47342	LC/MS Neg							
CPD001368	X - 18838				48046	LC/MS Neg							
CPD001369	X - 18886				48047	LC/MS Neg							
CPD001370	X - 18887				47301	LC/MS Neg							
CPD001371	X - 18888				48048	LC/MS Neg							
CPD001372	X - 18899				47670	LC/MS Neg							
CPD001373	X - 18901				46690	LC/MS Neg							
CPD001374	X - 18913				46695	LC/MS Neg							
CPD001375	X - 18921				47671	LC/MS Neg							
CPD001376	X - 18922				46700	LC/MS Neg							
CPD001377	X - 19141				46701	LC/MS Neg							
CPD001378	X - 19183				47672	LC/MS Neg							
CPD001379	X - 19299				47673	LC/MS Neg							
CPD001380	X - 19438				46261	LC/MS Neg							
CPD001381	X - 19497				47675	LC/MS Neg							
CPD001382	X - 21258				46259	LC/MS Neg							
CPD001383	X - 21286				46295	LC/MS Neg							
CPD001384	X - 21310				46354	LC/MS Neg							
CPD001385	X - 21312				46356	LC/MS Neg							
CPD001386	X - 21315				46359	LC/MS Neg							
CPD001387	X - 21319				46363	LC/MS Neg							
CPD001388	X - 21339				46384	LC/MS Neg							
CPD001389	X - 21351				46396	LC/MS Neg							
CPD001390	X - 21353				46398	LC/MS Neg							
CPD001391	X - 21364				46409	LC/MS Neg							
CPD001392	X - 21383				46428	LC/MS Neg							
CPD001393	X - 21441				46486	LC/MS Neg							
CPD001394	X - 21442				46487	LC/MS Neg							
CPD001395	X - 21467				46512	LC/MS Neg							
CPD001396	X - 21470				46515	LC/MS Neg							
CPD001397	X - 21471				46516	LC/MS Neg							
CPD001398	X - 21607				46674	LC/MS Neg							
CPD001399	X - 21661				46730	LC/MS Neg							
CPD001400	X - 21733				46902	LC/MS Neg							
CPD001401	X - 21736				46905	LC/MS Neg							
CPD001402	X - 21740				46909	LC/MS Neg							
CPD001403	X - 21752				46923	LC/MS Neg							
CPD001404	X - 21796				46972	LC/MS Neg							
CPD001405	X - 21803				46980	LC/MS Neg							
CPD001406	X - 21807				46984	LC/MS Neg							
CPD001407	X - 21815				46992	LC/MS Neg							
CPD001408	X - 21821				46998	LC/MS Neg							
CPD001409	X - 21831				47008	LC/MS Neg							
CPD001410	X - 21834				47011	LC/MS Neg							
CPD001411	X - 21838				47015	LC/MS Neg							
CPD001412	X - 21840				47017	LC/MS Neg							
CPD001413	X - 21842				47019	LC/MS Neg							
CPD001414	X - 21845				47022	LC/MS Neg							
CPD001415	X - 22143				47389	LC/MS Neg							
CPD001416	X - 22509				47773	LC/MS Neg							
CPD001417	X - 22520				47784	LC/MS Neg							
CPD001418	X - 22771				48076	LC/MS Neg							
CPD001419	X - 22776				48081	LC/MS Neg							
CPD001420	X - 22834				48185	LC/MS Neg							
CPD001421	X - 23429				49289	LC/MS Neg							
CPD001422	X - 23787				49688	LC/MS Neg							
CPD001423	X - 23968				49877	LC/MS Neg							
CPD001424	X - 23974				49883	LC/MS Neg							
CPD001425	X - 24295				52483	LC/MS Neg							
CPD001426	X - 24306				52501	LC/MS Neg							
CPD001427	X - 24307				52502	LC/MS Neg							
CPD001428	X - 24309				52504	LC/MS Neg							
CPD001429	X - 24328				52524	LC/MS Neg							
CPD001430	X - 24330				52526	LC/MS Neg							
CPD001431	X - 24337				52533	LC/MS Neg							
CPD001432	X - 24338				52534	LC/MS Neg							
CPD001433	X - 24339				52535	LC/MS Neg							
CPD001434	X - 24344				52540	LC/MS Neg							
CPD001435	X - 24435				52665	LC/MS Neg							
CPD001436	X - 24489				52808	LC/MS Neg							
CPD001437	X - 24494				52813	LC/MS Neg							
CPD001438	X - 24541				52862	LC/MS Neg							
CPD001439	X - 24543				52864	LC/MS Neg							
CPD001440	X - 24544				52865	LC/MS Neg							
CPD001441	X - 24546				52867	LC/MS Neg							
CPD001442	X - 24549				52870	LC/MS Neg							
CPD001443	X - 24556				52877	LC/MS Neg							
CPD001444	X - 24565				52886	LC/MS Neg							
CPD001445	X - 24571				52892	LC/MS Neg							
CPD001446	X - 24576				52897	LC/MS Neg							
CPD001447	X - 24577				52898	LC/MS Neg							
CPD001448	X - 24581				52902	LC/MS Neg							
CPD001449	X - 24588				52909	LC/MS Neg							
CPD001450	X - 24590				52911	LC/MS Neg							
CPD001451	X - 24637				53065	LC/MS Neg							
CPD001452	X - 24747				53266	LC/MS Neg							
CPD001453	X - 24748				53267	LC/MS Neg							
CPD001454	X - 24757				54695	LC/MS Neg							
CPD001455	X - 24761				54699	LC/MS Neg							
CPD001456	X - 24947				57714	LC/MS Neg							
CPD001457	X - 24949				57716	LC/MS Neg							
CPD001458	X - 24951				57718	LC/MS Neg							
CPD001459	X - 24953				57720	LC/MS Neg							
CPD001460	X - 24975				57816	LC/MS Neg							
CPD001461	X - 25247				62464	LC/MS Neg							
CPD001462	X - 25279				62521	LC/MS Neg							
CPD001463	X - 25317				62610	LC/MS Neg							
CPD001464	X - 25371				62664	LC/MS Neg							
CPD001465	X - 25383				62676	LC/MS Neg							
CPD001466	X - 25388				62681	LC/MS Neg							
CPD001467	X - 25396				62689	LC/MS Neg							
CPD001468	X - 25406				62700	LC/MS Neg							
CPD001469	X - 25433				62749	LC/MS Neg							
CPD001470	X - 25450				62820	LC/MS Neg							
CPD001471	X - 25457				62827	LC/MS Neg							
CPD001472	X - 25503				62937	LC/MS Neg							
CPD001473	X - 25511				62945	LC/MS Neg							
CPD001474	X - 25523				62967	LC/MS Neg							
CPD001475	X - 25800				63572	LC/MS Neg							
CPD001476	X - 25805				63577	LC/MS Neg							
CPD001477	X - 25806				63578	LC/MS Neg							
CPD001478	X - 26054				64267	LC/MS Neg							
CPD001479	X - 26062				64337	LC/MS Neg							
CPD001480	X - 26109				64399	LC/MS Neg							
CPD001481	X - 26111				64401	LC/MS Neg							
CPD001482	X - 26119				64440	LC/MS Neg							
